customer_message,true_intent,predicted_intent,confidence,retrieval_score,decision,reason,historical_evidence,correct
@Uber_Support I lost money after cancelling a trip (no cancellation fee) on my Uber gift card. Whom do I contact?,cancellation,cancellation,0.6722175414990134,1.0000000000000002,ESCALATE,Intent classification confidence is below the auto-handle threshold.,"[{""customer_message"": ""@Uber_Support I lost money after cancelling a trip (no cancellation fee) on my Uber gift card. Whom do I contact?"", ""uber_response"": ""@389446 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@115877 I have a uber gift card how’s do I use it for ubereats"", ""uber_response"": ""@229024 Hi there! Please visit; https://t.co/pxauChh7qW for more info. Please let us know if you have any other questions or concerns."", ""similarity"": 0.296534696111079}, {""customer_message"": ""@115873 I was charged for a whole trip on top of the $5 cancellation fee. Then it's impossible to get support through the ap. 😠"", ""uber_response"": ""@513472 Here to help! Send us a note at https://t.co/Wavn5xnaeo so our team can connect."", ""similarity"": 0.2962882724856105}]",1
"@115873 @Uber_Support I cannot delete my credit card information from App , it says you cannot delete the only payment methode ! Why not ? I want to delete it or delete my account.",fare_payment,fare_payment,0.9927527547090945,1.0000000000000002,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@115873 @Uber_Support I cannot delete my credit card information from App , it says you cannot delete the only payment methode ! Why not ? I want to delete it or delete my account."", ""uber_response"": ""@783943 We're here to help! Send us a note via https://t.co/OhfgxSjmGy so our team can connect."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@Uber_Support delete my account"", ""uber_response"": ""@813225 Here to help! Send us a note here; https://t.co/T9QCqACqox and our team will be able to assist!"", ""similarity"": 0.46725269108319745}, {""customer_message"": ""@Uber_Support - how do I delete my account?"", ""uber_response"": ""@267054 Here to help! Send us a note via https://t.co/T9QCqACqox so our team can get in touch."", ""similarity"": 0.46725269108319745}]",1
"@115873 Emma does rent a car as an @115873 driver! Curiously, she doesn't count her fixed costs in working out her self-employed hourly rate? Really?!",driver_issue,driver_issue,0.7983004777070462,1.0000000000000002,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@115873 Emma does rent a car as an @115873 driver! Curiously, she doesn't count her fixed costs in working out her self-employed hourly rate? Really?!"", ""uber_response"": ""@650032 Due to our privacy policy we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at https://t.co/OhfgxSAY58 so we can assist them further. Please let us know if you have any other questions."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@115873 Hi as a uber driver I want to know we are employed by uber or self employed can you help me out please I have a problem with council about this I did feeling the form as self employed but they not except the form as self employed they told me you are employed by uber"", ""uber_response"": ""@710096 We've followed up within your Direct Messages, Mohaen!"", ""similarity"": 0.3718378717935149}, {""customer_message"": ""@Uber_Support Hello, I'm from Brazil and i want to know if I can rent a car from any store for driving in Brazil or not."", ""uber_response"": ""@582781 Here to help! Find out more info about rental car here: https://t.co/IoFdS4vdqt"", ""similarity"": 0.22741447909059492}]",1
@115873 Hi uber…I want to know that why i was charged because the driver canceled the trip?,cancellation,cancellation,0.9778178336208336,1.0000000000000002,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@115873 Hi uber…I want to know that why i was charged because the driver canceled the trip?"", ""uber_response"": ""@318191 We can absolutely follow up! Can you please send us a note via https://t.co/e8HVorX5rh"", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@115873 My driver canceled on me"", ""uber_response"": ""@391988 Here to help! Send us a note here: https://t.co/e8HVorX5rh and our team will be in touch."", ""similarity"": 0.35940521697876526}, {""customer_message"": ""@Uber_Support your driver canceled the trip and i got charged??? https://t.co/pzu5waq58g"", ""uber_response"": ""@689364 Here to help! Send us a note via https://t.co/h840Iouehc so our team can get in touch."", ""similarity"": 0.3593925047138885}]",1
@115873 your company is a utter joke. Got charged almost £2 for a ‘wait time’ when I was the one who was waiting🤔,fare_payment,fare_payment,0.9588461783212652,0.9999999999999999,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@115873 your company is a utter joke. Got charged almost £2 for a ‘wait time’ when I was the one who was waiting🤔"", ""uber_response"": ""@793787 We can definitely take a look! Send us a note via https://t.co/WJq5jsdLlf so our team can get in touch."", ""similarity"": 0.9999999999999999}, {""customer_message"": ""@115873 just got charged for wait time AGAIN, even though I was waiting outside and watched my driver pull up. Why is Uber scamming people?"", ""uber_response"": ""@190712 Sorry to hear about that! Can you please contact us via https://t.co/WJq5jsdLlf so our team can connect?"", ""similarity"": 0.32947406369776944}, {""customer_message"": ""@Uber_Support Why was I charged a wait time? We got to our driver immediately after he arrived."", ""uber_response"": ""@345255 Hi, we're here to help. Please DM us the email linked to your Uber account so we can look into this for you."", ""similarity"": 0.28410183629204017}]",1
It beats logic for @Uber_Support to estimate fare then once at the destination the cost almost doubles @115873,fare_payment,fare_payment,0.9782497218087456,1.0000000000000002,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""It beats logic for @Uber_Support to estimate fare then once at the destination the cost almost doubles @115873"", ""uber_response"": ""@494716 We can definitely take a closer look! Contact us here; https://t.co/oEOANqFpjc, so we can help."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@115873 worrst exp Not get the balance from the driver for a ride on last week and estimate fare is different when I completed the ride...."", ""uber_response"": ""@191228 We're here to help! Please follow the link https://t.co/KU89GPm6F3 for more info."", ""similarity"": 0.24352483459008933}, {""customer_message"": ""@Uber_Support So @185408 is not listed there but I was able to retrieve an estimate from the \""Fare Estimator\"" on your website? Now I'm confused and eager to use a cab. 😳"", ""uber_response"": ""@288405 We're here to help! Send us a DM with your email address so we can follow up."", ""similarity"": 0.22947551662810667}]",1
"@Uber_Support I have sent the required info, if you need more, feel free to call me. Thanks",general_support,general_support,0.865224294659739,1.0,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@Uber_Support I have sent the required info, if you need more, feel free to call me. Thanks"", ""uber_response"": ""@423167 We're here to help! Send us a DM with your email address and more details so we can follow up."", ""similarity"": 1.0}, {""customer_message"": ""@Uber_Support Yes please feel free to call me too"", ""uber_response"": ""@742774 Sorry to hear about the trouble. Our team has looked into your account but don't see an issue with your payment method. If you continue to have problems please check out https://t.co/wD5AeOPaw8 for our additional options."", ""similarity"": 0.36563224943080774}, {""customer_message"": ""@Uber_Support I have mentioned the required info as per your request. Please check in aap"", ""uber_response"": ""@452527 We've followed up via in-app. Please check your app for an update."", ""similarity"": 0.29015933907609476}]",1
@Uber_Support Not happy with the response from your team. Why must I pay the parking fee. It's better to take the yellow cabs. Not at all satisfied. This is cheating..,fare_payment,fare_payment,0.9088048057042254,1.0000000000000002,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@Uber_Support Not happy with the response from your team. Why must I pay the parking fee. It's better to take the yellow cabs. Not at all satisfied. This is cheating.."", ""uber_response"": ""@687985 Sorry to hear about that! Send us a DM with your email address and we'll connect."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@Uber_Support @115873 so...yellow cabs are Uber’s now?"", ""uber_response"": ""@140690 Happy to help, Matt! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch."", ""similarity"": 0.3512305294500594}, {""customer_message"": ""@Uber_Support Who will pay for parking?"", ""uber_response"": ""@582859 We're here to help! For more information on this, click here; https://t.co/nvJx2zGPV5. Feel free to reach out with any further questions."", ""similarity"": 0.30903905389787467}]",1
@115873 why is the cost of my trip different in the app receipt and my bank charge?,fare_payment,fare_payment,0.9997810400517498,1.0000000000000002,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@115873 why is the cost of my trip different in the app receipt and my bank charge?"", ""uber_response"": ""@377779 We'll be happy to take a closer look. Send us a note via https://t.co/ue84RGNpRP so our team can connect."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""Is @3542 the same app as @115873 or it is a different app?"", ""uber_response"": ""@130285 Here to help. Send us a note at https://t.co/zUe0dj6yoX so our team can connect."", ""similarity"": 0.33408069281657393}, {""customer_message"": ""@Uber_Support I've been charged more than the cost of my trip :/"", ""uber_response"": ""@191727 We have reached out via DM. Please follow up."", ""similarity"": 0.3173222907509595}]",1
"@115873 I made two journeys with you today, why have I been charged three times? https://t.co/aV6nUbV3SB",fare_payment,fare_payment,0.948510727955481,1.0,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@115873 I made two journeys with you today, why have I been charged three times? https://t.co/aV6nUbV3SB"", ""uber_response"": ""@300593 We're here to help! Please send us a note here; https://t.co/zJ6aIZinzb so our team can connect."", ""similarity"": 1.0}, {""customer_message"": ""@Uber_Support I was charged 2 times https://t.co/uvzntqq7OE"", ""uber_response"": ""@343101 Here to help, José! Please follow this link; https://t.co/lumvU8mBTz so we can get this sorted out for you."", ""similarity"": 0.5015148400760137}, {""customer_message"": ""2 £30 @115873 journeys done today.1st driver spent entire hr journey on phone. 2nd spent journey shouting at ex wife about child maintenance 👍"", ""uber_response"": ""@228810 Here to help! Please contact us via https://t.co/fS660rQ8NQ so we can follow up."", ""similarity"": 0.32302237147768964}]",1
"@Uber_Support sent you a dm, app is telling me I have a payment issue.",fare_payment,fare_payment,0.8742114909925967,1.0,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@Uber_Support sent you a dm, app is telling me I have a payment issue."", ""uber_response"": ""@456877 Here to help. Kindly send a note here: https://t.co/76zx6Rm1i6 so our team will get in touch."", ""similarity"": 1.0}, {""customer_message"": ""@Uber_Support I have sent you a dm"", ""uber_response"": ""@273148 We have replied via DM with some information, please follow up with us there."", ""similarity"": 0.4472873873209148}, {""customer_message"": ""@Uber_Support I sent a DM"", ""uber_response"": ""@320686 We have received your DM and will follow up with you there. Thanks!"", ""similarity"": 0.4472873873209148}]",1
"@115873 hi! just had to cancel a trip because the driver's car was full, got charged a fee--any way to fix?",cancellation,cancellation,0.902514563877948,1.0000000000000002,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@115873 hi! just had to cancel a trip because the driver's car was full, got charged a fee--any way to fix?"", ""uber_response"": ""@363176 Sorry to hear that! Send us a note here, https://t.co/e8HVorX5rh and our team will be in touch."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@Uber_Support The app must've glitched or something because i got assigned the car that I got into, yet I'm being charged a fee for this other driver ?"", ""uber_response"": ""@424147 Here to help! Please send us a note via https://t.co/h840IoLP8K so our team can connect."", ""similarity"": 0.31462568110731276}, {""customer_message"": ""@Uber_Support hi, i missed a ride because i'm on crutches from a broken foot and was charged a $5 fee, is there any way to appeal it?"", ""uber_response"": ""@439607 Here to help! Send us a note via https://t.co/h840Iouehc so our team can get in touch."", ""similarity"": 0.2588880559754949}]",1
"@Uber_Support placed order, restaurant prepared order was with delivery driver and then it gave message saying could not fulfil order. I waited an hour, have I been charged? I can't even find the order number now..it's no longer under my upcoming orders or previous orders",delivery_issue,delivery_issue,0.9997851816475571,1.0,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@Uber_Support placed order, restaurant prepared order was with delivery driver and then it gave message saying could not fulfil order. I waited an hour, have I been charged? I can't even find the order number now..it's no longer under my upcoming orders or previous orders"", ""uber_response"": ""@230116 We're sorry to hear this was your experience. Kindly contact us via https://t.co/EGiaYE5JMU and we'll be in touch."", ""similarity"": 1.0}, {""customer_message"": ""@115877 @Uber_Support I placed an order yesterday but the restaurant cancelled but I was still charged for it. order no. 9FFF0 can you pls reverse the charge"", ""uber_response"": ""@385033 Let us look into this, Surabhi. Please send us a DM so we can connect. https://t.co/sd7yH5jmbJ"", ""similarity"": 0.24486238859437406}, {""customer_message"": ""@115877 beyond pissed off with your company. Placed an order it gave an error so I called the restaurant and placed order directly so I have two duplicate orders. Never using this EVER again."", ""uber_response"": ""@469484 We're here to help. Can you please send us a DM with your email address so we can connect?"", ""similarity"": 0.2283948333962554}]",1
".@Uber_Support - just downloaded the app last night using my friend’s link. Used uber today, but never saw a place to use credits from my “FREE Uber ride” How does this work? https://t.co/xO6hYP0ER4",fare_payment,general_support,0.5089453134812858,1.0000000000000002,ESCALATE,Intent classification confidence is below the auto-handle threshold.,"[{""customer_message"": "".@Uber_Support - just downloaded the app last night using my friend’s link. Used uber today, but never saw a place to use credits from my “FREE Uber ride” How does this work? https://t.co/xO6hYP0ER4"", ""uber_response"": ""@617358 Hi there! Please visit; https://t.co/CSw3jYhCzc for more info. Please let us know if you have any other questions or concerns."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@Uber_Support Just downloaded your App and I can't see any option to request a ride. What do I do?"", ""uber_response"": ""@267672 Happy to help! Please visit https://t.co/jHzoRL7KQm for more information on how to request a ride in-app."", ""similarity"": 0.30287776411331796}, {""customer_message"": ""@Uber_Support Is the first ride free? Or how does this work?"", ""uber_response"": ""@175285 Check out https://t.co/G9b42UeovC to learn more about promo."", ""similarity"": 0.22759809733578362}]",0
@115873 @115873 it should be the same price. Why can't I contact you! Don't be A coward. Please explain this to me. #uberimsayingbye,fare_payment,fare_payment,0.830950416489495,1.0,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""@115873 @115873 it should be the same price. Why can't I contact you! Don't be A coward. Please explain this to me. #uberimsayingbye"", ""uber_response"": ""@196987 We can take a look! Send us a note via https://t.co/svfvGm0VDb so our team can get in touch."", ""similarity"": 1.0}, {""customer_message"": ""Hey @115873 go F yourself with that price!! https://t.co/J9dGOKxqnI"", ""uber_response"": ""@254403 Here to help! For more info please visit; https://t.co/kkAwlbpH4B."", ""similarity"": 0.36439102531237144}, {""customer_message"": ""I’m about to delete @115873 ! You can’t contact them and they don’t have refund you your money!"", ""uber_response"": ""@681319 We're sorry to hear this. Can you please send us a DM of your email address so we can look into this?"", ""similarity"": 0.2829833449025625}]",1
@Uber_Support Ur driver kpt roamin around places &amp; kpt me waitin wen he cud juz pik me up in 2 mins juz coz it was a near trip &amp; u guyz chargin me 4 cancellations?I got a call recordin in wich driver askd 2 cncel d trip. Neways Im not payin d charge neither am I usin uber again,cancellation,cancellation,0.47352928243326625,1.0,ESCALATE,Intent classification confidence is below the auto-handle threshold.,"[{""customer_message"": ""@Uber_Support Ur driver kpt roamin around places &amp; kpt me waitin wen he cud juz pik me up in 2 mins juz coz it was a near trip &amp; u guyz chargin me 4 cancellations?I got a call recordin in wich driver askd 2 cncel d trip. Neways Im not payin d charge neither am I usin uber again"", ""uber_response"": ""@552419 Sorry to hear about that! Can you please contact us via https://t.co/h840Iouehc so our team can connect?"", ""similarity"": 1.0}, {""customer_message"": ""@Uber_Support Hello ur 1 driver is cancelled the trip &amp; cancelation fee is added in my account now below 1said that I had to cancel trip https://t.co/rGBfAe3WU3"", ""uber_response"": ""@513181 We're here to help, Aditya. Please send us a DM with your account email address and we'll follow up shortly."", ""similarity"": 0.18249234008829268}, {""customer_message"": ""@Uber_Support nowhere near me"", ""uber_response"": ""@130750 We're working hard to expand our service area. Stay tuned to our website for updates: https://t.co/Mf9vzZ0uru"", ""similarity"": 0.16461497419692595}]",1
"@115873 .. despite promocode ( 60% off) check the pool price in guwahati, Assam. Is this a joke @115873 ? https://t.co/aM0Lf9E7p3",fare_payment,fare_payment,0.586932635364285,1.0000000000000002,ESCALATE,Intent classification confidence is below the auto-handle threshold.,"[{""customer_message"": ""@115873 .. despite promocode ( 60% off) check the pool price in guwahati, Assam. Is this a joke @115873 ? https://t.co/aM0Lf9E7p3"", ""uber_response"": ""@386807 We're here to help, Ravi! Send us a DM with your email address so we can assist."", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@115873 https://t.co/B5MEDXkjD5"", ""uber_response"": ""@181919 Sorry to hear about the trouble! Please send us a message at https://t.co/Lfmkvgmsvr with the details and we'll follow up."", ""similarity"": 0.264872754666103}, {""customer_message"": ""@115873 https://t.co/8Z4gjEwKIa"", ""uber_response"": ""@343377 We're here to help! Please send us a note here; https://t.co/WToW6dugx0 so our team can assist."", ""similarity"": 0.264872754666103}]",1
What’s up w/@115873?? Took #uberPool &amp; was charged 2x the quote! Was this cause of no 2nd rider? This is the 2nd time in 24hrs! #notCool,fare_payment,fare_payment,0.8930023914452687,1.0000000000000002,AUTO-HANDLE,Intent confidence and historical evidence are sufficient.,"[{""customer_message"": ""What’s up w/@115873?? Took #uberPool &amp; was charged 2x the quote! Was this cause of no 2nd rider? This is the 2nd time in 24hrs! #notCool"", ""uber_response"": ""@449208 Hi there! Find out more info about dynamic pricing here: https://t.co/kkAwlbpH4B"", ""similarity"": 1.0000000000000002}, {""customer_message"": ""@Uber_Support I did and no one got back to me. :( this is the 2nd time this has happened"", ""uber_response"": ""@814999 Happy to clarify. We've received your support message and have followed up. Please connect with us there if you have additional questions."", ""similarity"": 0.19887531762359623}, {""customer_message"": ""@115873 @Uber_Support is overcharging me again, they charged me 2x more than the receipt that they sent me. Take care."", ""uber_response"": ""@689285 Here to help! Send us a note via https://t.co/oEOANqFpjc and we'll be in touch."", ""similarity"": 0.19507491600915197}]",1
