customer_tweet_id,customer_message,uber_response,created_at,intent
1029015,@115873 why does my driver accept and then drives away??!! https://t.co/4Kp9Z4nAKA,@363476 Sorry to hear about that! Can you please contact us via https://t.co/e8HVorX5rh so our team can connect.,Mon Oct 23 03:50:37 +0000 2017,
1491504,@Uber_Support I have already said it here. Your driver's phone wasn't working. Your app ddnt even show pick up time,@466388 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Fri Nov 03 10:08:55 +0000 2017,
2695146,Waited 21 minutes for an @115873 to arrive. ETA was 9 minutes. @Uber_Support wtf bruh. Fix your routing please,"@757400 We hear ya! Thanks for the feedback. We're always working to provide you with new features, so stay tuned.",Sun Nov 19 18:13:45 +0000 2017,
1031134,@Uber_Support why is it so hard to get in contact with you people and why is it so hard to give me my money back for a ride I didn't take!!!,@346121 We've followed up via DM!,Sun Oct 22 22:38:27 +0000 2017,
305882,@Uber_Support just been charged £5.75 to go 0.8 of a mile by one of your drivers absolutely disgusting and hes attitude was a abysmal 😡,@189040 Here to help! Contact us via https://t.co/BkgUQiWSRM so we can connect.,Sat Oct 21 18:06:32 +0000 2017,
528336,"Hate to be that guy, but had a rubbish experience with @115873 last night. Had three cars be within a minute of us waiting and then suddenly cancel, then one supposedly stop next to us but never actually turn up.",@242322 Sorry to hear about that! Can you please contact us via https://t.co/e8HVoseGiP so our team can connect?,Sat Dec 02 08:36:26 +0000 2017,
304956,@115877 I accidentally ordered from two places 😂😂,@188808 We're here to help! Send us a DM with your email address so we can connect.,Mon Oct 30 23:53:14 +0000 2017,
1498339,@115873 Not only did I get taken to the WRONG PLACE by my driver but then got charged for the full trip! Unwilling to help solve the issue,@467887 Will you please DM us with your email address associated with your account as well as the trip details? We'll look into it.,Sat Oct 28 21:37:12 +0000 2017,
1240143,@115877 this is the most horrific disgusting thing I've ever seen I'll be seeing you ✌,@410893 We take this very seriously! Please send us a DM with your email address so we can connect ASAP.,Sun Oct 29 21:08:58 +0000 2017,
536907,"@4735 @Uber_Support hey, let’s talk. I need to know how you’re going to charge me an extra $27.23 for a ride literally a week later. I’m not happy so let’s get back to me quickly.",@244435 Here to help! Contact us via https://t.co/Xp8oSaxoDn so we can connect.,Sat Dec 02 13:41:44 +0000 2017,
100083,"Been calling Uber eats for TWO days regarding me refund. Haven’t gotten an answer. At this point, I’m pissed and want a full refund. @Uber_Support",@137925 We can take a look! Send us a note via https://t.co/3eYc7uUEUm so our team can get in touch.,Thu Nov 30 17:03:11 +0000 2017,
750306,Thanks @115873 obv the driver didn’t end the trip https://t.co/9By4UJgGIq,@299345 We're here to help! Send us a DM with your email address so we can connect right away.,Wed Oct 11 17:25:04 +0000 2017,
656409,"@Uber_Support your app’s eta’s are totally not synced up with current traffic patterns in new haven, ct.","@202829 Hi, Miriam! Sorry to hear about the trouble. Please send us a note at https://t.co/balq3Eyso6 so we can connect further.",Wed Nov 22 22:44:48 +0000 2017,
2665629,"@Uber_Support So utterly frustrated. I'm trying to go through your official prescribed process and it just doesn't work, nor does it produce a helpful error message.","@751020 Sorry to hear about the trouble. Visit https://t.co/oPsmsdUCX5 for information on this issue. If you have any questions, please sign in through the link provided so we can assist you as quickly as possible. https://t.co/7Iluzs7L9x",Sun Nov 26 22:19:10 +0000 2017,
2927386,@Uber_Support help! No issues with my account but can’t book,@809900 We’re here to help! Send us a note via https://t.co/xMxswVLBKT and we'll be in touch.,Wed Nov 29 04:29:14 +0000 2017,
2138164,@Uber_Support y'all still won't let me make a new account wtf is going on after help after help,@530969 Please DM us with your email address you are attempting to use and details about the trouble you are experiencing? We'll look into it.,Wed Nov 08 21:21:30 +0000 2017,
1442042,@Uber_Support Can someone help me resolve it so that i can book an uber plssss!,@264355 Here to help! Send us a note at https://t.co/76zx6Rm1i6 so our team can connect right away.,Thu Nov 02 11:45:55 +0000 2017,
1202924,@Uber_Support Thank you for clarifying that your drivers aren't Trustworthy.,"@402610 We're happy to take another look into this, Abhinav. We'll be following up via DM shortly.",Wed Oct 25 13:11:09 +0000 2017,
1986655,I think I am officially done with @115877 probably the worst experience ever. They mess up my order over 50% of the time. #UberEatsStinks,@588072 We want to follow up. Please provide us with more details of your support inquiry via DM.,Wed Oct 18 17:29:17 +0000 2017,
1807478,@116288 619 rs. Uber pool for 15 kms? Have u started air travel services in pune? https://t.co/fNXNfqWEue,"@543005 Happy to clarify, Kshitiz. It looks like there's an increase in demand. Find out more about dynamic pricing here - https://t.co/QRLZIgZDSB.",Sat Oct 14 07:24:30 +0000 2017,
602787,@115873 just came home from #ACCChampionshipGame in Charlotte NC. Uber Cars there were so dirty and rundown. XL weren't really XL. Very disappointing!,@263138 Here to help. Send us a note at https://t.co/cV94v5303R so our team can connect.,Sun Dec 03 22:24:54 +0000 2017,
2237815,@Uber_Support phone support is awful I am having an issue getting paid for a promotion told support was going to give bad feedback on Survey so support never released line dead air 58 min,@652568 Here to help. Send us a note at https://t.co/F7yFN7gC20 so our team can connect.,Fri Nov 10 18:08:28 +0000 2017,
1999287,@115873 nothing happened it keeps sending me back to the main page with an astric on my profile to enter car information which I don't have,"@591097 Hi, Robert! Please visit; https://t.co/IoFdS4vdqt for more info. Please let us know if you have any other questions or concerns.",Thu Nov 02 20:44:26 +0000 2017,
2921925,"@Uber_Support I still haven't received any news or message from your team. This is very frustrating, please help.",@808649 Thank you for providing that information. Someone from our team will be reaching out shortly.,Wed Nov 29 15:01:23 +0000 2017,
1843740,@115873 your driver tried to assault me when I was going home,@552422 We want to follow up ASAP. Can you please send us a DM with your email address and additional details so we can connect?,Sun Nov 26 07:46:57 +0000 2017,
1197998,@115873 fix your GPS system for your drivers 🙃 I had to navigate with my own phone for the past two rides I've been on,@401480 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,Wed Oct 25 02:34:40 +0000 2017,
683177,"@Uber_Support Your customer care is so good that they only think in monetary terms. The driver blatantly dared me to file a complaint, probably because you guys do nothing",@148940 We're here to help! Send us a DM with your email address so we can connect.,Thu Nov 23 11:44:19 +0000 2017,
1006792,@115877 after a whole hour of waiting your bitch ass driver waited five minutes then left lmfao im pissed smh do better,@358240 Let us look into this! Please send us a DM so we can connect. https://t.co/sd7yH5jmbJ,Sat Oct 14 06:47:29 +0000 2017,
2482463,@115873 Brussels absolute waste..#joke #waited 20mins only for driver to change my pickup location..#muatbekidding then charged me 5€ #refund,@709258 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,Sun Oct 29 22:41:11 +0000 2017,
2652691,@115873 I book a cab but your driver is not ready to pick and misbehaving in phone see in picture https://t.co/XPV5V6Sto1,@665608 Sorry to hear about what happened. Send us a note here; https://t.co/fS660rQ8NQ and our team will be able to assist!,Sun Nov 19 08:08:38 +0000 2017,
581473,"@Uber_Support I want to know how the driver cancelled my ride almost to the destination,will i be charged and yet I paid what we",@257031 We can take a look! Send us a DM with your email address so we can follow up.,Sun Dec 03 12:37:12 +0000 2017,
1384859,@Uber_Support It's gives me many options but none of them matches to what I am looking for :(,@442257 Thanks for reaching out. We'll get this sorted out! Please send us a note through https://t.co/balq3Eyso6 so we can help.,Sat Oct 28 08:56:51 +0000 2017,
2725470,@115873 your driver went away without picking me up and charged me the fees. pl refund immidiately. my number is 7738767069 #uberindia #Uber #Ola keep ur app updayed like #Ola plz refund urgently #radiotaxi #Mumbai #uberindia #sucks #pathetic #Services by #Uber,@764360 Here to help! Can you please contact us via https://t.co/1xM0TILvAI so our team can connect.,Mon Nov 20 16:52:56 +0000 2017,
2129596,@Uber_Support You got it sent I’m the note,@626865 We're here to help! Send us a DM with your email address and more details so we can follow up.,Sun Oct 29 03:55:59 +0000 2017,
2030163,I would pay $100 delivery fee if @115877 would bring me Porto’s,"@249964 We're happy to help! For more information on this, click here; https://t.co/OSXElQiYDD. Feel free to reach out with any further questions.",Tue Nov 07 07:17:14 +0000 2017,
1320426,@Uber_Support @428309 I just want back what you stole from me and my original credit! What you have done is wrong and cant be solved on here.,@427464 Oh no! Thanks for bringing this to our attention. Let's connect you to a support specialist at https://t.co/qHI8xcEDUm for help.,Sun Aug 13 22:31:13 +0000 2017,
282291,@14273 I got the wrong order from you guys through UberEATS and I want a refund,@183246 We're here to help! We'll be following up via DM shortly.,Fri Oct 06 05:31:11 +0000 2017,
1951017,Hi @115873 can you make it possible to give negative stars cos this car I'm in deserves -4. Shittiest/dirtiest car and driver ever. Ugh,@579447 Sorry to hear that! Send us a note here: https://t.co/aBEgvdNWQN so we can connect.,Wed Oct 18 16:29:53 +0000 2017,
348985,@115873 want's your problem dear every time u use to disable my account .Do u really want to run your business.,"@199066 Here to help! Send us a note here, https://t.co/Md7v036OoC, and our team will follow up.",Sun Oct 08 07:48:54 +0000 2017,
1121851,@Uber_Support @119983 @116288 Seriously frustrating. Driver came after 50 min and cancelled ride. Still I am charged. (1/2) https://t.co/ZDnCMzNw8z,@384615 Here to help. Send us a note at https://t.co/h840Iouehc so our team can connect .,Tue Oct 24 06:50:38 +0000 2017,
1719718,@Uber_Support Please check my last tweet for a screen shot and track me down to prove you care for your customers. If not I got it. @1143 @151419,@520562 We want to look into this for you. Please send a DM our way with your account email and phone number so we can connect.,Tue Nov 07 07:18:36 +0000 2017,
2604311,"@Uber_Support i report a driver for taking a longer route and got refunded and my account gets blocked suddenly. Certainly not a new thing, was blocked 2 years back and then reactivated again reason being they made a mistake.why should i suffer? #dissapointed #helpmeout https://t.co/ja7VpmzsOQ",@228584 We're here to help! Send us a DM with your email address so we can assist.,Fri Nov 17 09:07:32 +0000 2017,
2241622,@Uber_Support was emailed a promo through 11/13 for 50% off my next 10 rides wanted to take a ride this afternoon and the promo price for the ride wasn’t going through. I haven’t taken 10 rides with the promo yet,@653556 Let's take a closer look! Send us a note via https://t.co/lqVgKo4ZO3 so our team can follow up.,Fri Nov 10 20:20:51 +0000 2017,
184154,@115877 how come I cannot order from the eats week menu? Add to order button missing. Also what causes free delivery times?,"@159334 Sorry to hear about the trouble. Please provide details here; https://t.co/uqkboJBiJd, so we can further assist.",Sat Oct 14 21:27:08 +0000 2017,
1868166,@115873 I mean guy was straight up mean and vindictive to my wife who asked him politely to stop looking at his phone while driving us. Then dropped us off in a gas station parking lot when he said if you don’t like it then get out.,@558057 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Sun Nov 26 08:22:25 +0000 2017,
1239947,"@Uber_Support Can I take an Uberx with other people or is it one account, one person per ride? In Glasgow.","@410832 Hi there! For more info, please click here: https://t.co/vsOBIx70UR",Thu Oct 26 18:57:07 +0000 2017,
658080,When your @115873 driver accepts the ride but doesn’t pick you up.,"@276669 Sorry for the trouble! Send us a note here, https://t.co/e8HVorX5rh, and our team will be in touch.",Wed Nov 22 23:17:29 +0000 2017,
586341,my uber account has been disabled.Please could you help me @Uber_Support,@258457 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,Sun Dec 03 15:09:32 +0000 2017,
2861118,@115873 your driver is trying to screw us over and nobody will respond to our support requests. Switching to Lyft permanently from now on if this is unresolved.,@794858 We're here to help. Send us a DM with your email address and more details so we can follow up.,Mon Nov 27 22:34:11 +0000 2017,
609593,"@115873 i know you guys are having a bad week, but can I get my 5 star rating back? #uberhack",@264915 Find out more info about ratings here: https://t.co/kWptmPiR2h.,Wed Nov 22 12:35:39 +0000 2017,
274142,"@Uber_Support I see 2 duplicate charges on my credit card, sent a DM thanks!",@181502 Here to help! Please send us a note via https://t.co/DceIRNI6kV so we can connect.,Fri Oct 06 05:08:36 +0000 2017,
2253975,@115873 your driver just drove off on me #greatservice hope you understand sarcasm,@656570 Happy to help. Please send us a DM of the email address connected to your account and more details so we can further assist.,Sat Nov 11 04:15:52 +0000 2017,
1059434,@Uber_Support are all your answers in the uber driver app automated ? #uber #uberfail no human on the other side. I just need help.,"@370144 Hey Felipe, our team has reached out so please check your partner app under the 'Help' section or email to see our response.",Fri Oct 13 00:54:58 +0000 2017,
2122673,"@115873 Few mins ago they replied, ""there is no account associated with this number"". Then how the fuck I CANNOT SIGN UP OR SIGN IN USING MY FUCKING NUMBER YOU UBER SHIT",@625341 We apologize for the trouble! Send us a DM with your email address and we'll connect.,Wed Nov 08 15:15:29 +0000 2017,
252258,When @115873 keeps taking money for cancelled trips and saying they haven't charged me. WHERE'S MY MONEY THEN?! 😡,@175974 Here to help! Please send us a DM with your email address with details so we can follow up.,Thu Oct 12 00:22:06 +0000 2017,
2312642,@Uber_Support You don't get it. You are required to confirm your email for the ticket to be created and YOU CANNOT CONFIRM YOUR EMAIL TO CREATE THE TICKET!,@256065 We're here to help! Send us a DM with your email address so we can assist.,Sun Nov 26 21:31:16 +0000 2017,
2379899,@115873 @Uber_Support @Uber_Support Worst customer support ever.,@686245 We can definitely take a closer look! Please send us a DM of the email address connected to your account so we can further assist.,Tue Nov 14 04:45:52 +0000 2017,
339181,@Uber_Support Your eats app keeps giving me an error for payment.,@196985 Hi - here to help. Please DM us the email linked to your Uber account so we can look into this for you.,Sat Oct 07 22:09:03 +0000 2017,
2695159,Very disappointed on the service of @115873 in Nagpur the arrogancy of drivers is as good as harassment. On top of it we users are made to pay the penalties even though drivers cancel the ride #disappointment #ubersucks,@757405 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Sun Nov 19 18:01:45 +0000 2017,
2776389,@Uber_Support How long does a background check take?,"@120792 Send us a note here; https://t.co/tMUZJWxRmw, and our team will be able to help!",Tue Nov 21 09:33:44 +0000 2017,
1791464,@Uber_Support That can be done because it was 8 months ago!,"@538118 Let's take a look, Heather. Please DM us the email and phone number linked to your account, plus the details, so we can follow up.",Mon Oct 23 17:42:09 +0000 2017,
2171777,OK. Any idea to how to find out my @115873 driver without an e-mail confirmation? Left my phone in there too... HELPPPPPPPPPPPPPPPPPPPPPPP,@636958 We can take a look! Send us a DM with your email address so we can assist.,Thu Nov 09 12:09:09 +0000 2017,
2744296,"@115873 WARNING! Do not use uber. TRY LYFT INSTEAD! Put my money on an uber gift card and the app still wouldn't accept it. They have done NOTHING to fix my problem, and i got stranded where an illness I have got much worse because of uber! Spent days in hospital!",@768622 Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further.,Mon Nov 20 19:14:44 +0000 2017,
2170219,"@Uber_Support That makes sense but after 6+ consecutive months of being selected for Ride Passes it seems like I ""lost my selected status."" Anyway to get it back or are we at the whim of some algorithm? Thanks advance for the quick reply...","@636645 Sorry to hear about this, Devin! That is accurate. At this time, if you are not sent an offer to purchase, you'll have to wait for the next offering. Keep an eye out for your chance to purchase next month. We appreciate your feedback as we continue to test this feature.",Thu Nov 09 02:52:32 +0000 2017,
1141107,@115873 teach your drivers hiw to navigate and not to relay on the application all the time because your navigation system sucks. ^_^,@388605 Here to help! Send us a note via https://t.co/fS660rQ8NQ so our team can get in touch.,Tue Oct 24 15:33:53 +0000 2017,
1096792,Almost got hit by a drunk driver whomst ran a red light tonight. Stay Safe out there folks. And call a damn Uber if you have to.,@378815 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,Sun Oct 15 05:42:13 +0000 2017,
512975,"@115877 ur service is trash, it took me an hour to order food",@238016 Here to help. Send us a note at https://t.co/EGiaYE5JMU so our team can connect.,Fri Dec 01 23:54:19 +0000 2017,
1882926,@115877 But the thing is ... why charge a fee if they’re going to mess up the order 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,"@561913 If you have an issue with your order, we're happy to take a look into that. You can DM your account email and more info and we'll follow up.",Sun Oct 22 20:52:48 +0000 2017,
1709156,"@115873 It has been 16 days since I have been able to use Uber. You are unable to reset my account despite multiple attempts. Now, you won't accept my emails. I’m convinced that you will never fix the problem and that I will have to use Lyft instead forever. Please advise.",@517891 We've responded via DM!,Thu Nov 30 21:05:34 +0000 2017,
324325,@Uber_Support Why can't I apply my gift card to an overdue fee on my account?,"@193265 Let's take a closer look at your account, Calvin. Please DM us with the email address linked to your Uber account, so we can connect.",Sat Oct 07 14:02:43 +0000 2017,
1384866,"@Uber_Support If I call 1(866)576-1029, a pleasant voice asked me to email __email__ for better service. Sounds pleasant and fine.",@442259 Happy to further assist you. Can you please send us a DM with your email address and additional details?,Sat Oct 28 08:46:16 +0000 2017,
605254,@Uber_Support I already complained on the app/email and I have been told to poorly grade the restaurant. I refused a 5£ refund (automatic price when I complained on the app) and got a 1.49£ ones after?,@263858 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Wed Nov 22 08:43:15 +0000 2017,
1259359,@115873 my rating went down as a passenger when i use a promo code and paid for maximum eighty cent or a free ride.Driver gave a loe rating 😕,@415065 Here to help! Please follow the link https://t.co/kWptmPiR2h for more info.,Thu Oct 26 08:35:35 +0000 2017,
1801070,This is third time either the restaurant or the driver messed up my @115877 order.,@460514 We're sorry to hear this was your experience. Contact us via https://t.co/OWBkgXcbMl and we'll be in touch.,Sun Oct 29 00:20:10 +0000 2017,
757899,@5871 @115873 really bad few drivers cancel trips/don't answer call bcos they don't want far location at 1230am #CustomerService,"@301114 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ and our team will be in touch.",Wed Oct 11 19:09:20 +0000 2017,
2241543,@Uber_Support had an unpleasant experience today with driver passing my destination and refused to pick. Booked another cab and then see that driver come to pick another passenger. He has altercation with other passenger as well.,@653552 We're sorry to hear this was your experience. Contact us via https://t.co/fS660rQ8NQ and we'll be in touch.,Fri Nov 10 21:27:37 +0000 2017,
1454961,@Uber_Support I had to cancel a ride on Saturday as driver was not contactable. I waited for &gt;10 mins with no update. Wld like cnx refund.,"@457694 Hi, Fiona. Sorry to hear the trouble! Let's connect further to get this sorted out at https://t.co/QsI1vsvcif. Thanks.",Mon Oct 16 15:57:22 +0000 2017,
2414795,Order cancelled by restaurant?! Dreams crushed 😭 @115877 @148768,"@694123 We're sorry we couldn't get to everyone, but stay tuned for more fun promotions soon!",Tue Nov 14 14:33:30 +0000 2017,
984336,@116288 Where is the child's seat belt? Or booster seat with seat belt? Wake up @115873 - wrong message!,@257015 Find out more about Uber Car Seat here; https://t.co/B7TnOOg1JY,Sat Oct 14 09:46:24 +0000 2017,
2380935,@115873 I booked ride yesterday showing 465.63 rs but I charged 792 rs using paytm. Now got coupons but app showing invalid strange service. I'm regular customer still don't expect. No matter what you will explain but it's wrong at all.,@150757 Hi there! Please write in your concern to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Tue Nov 14 05:23:45 +0000 2017,
2871956,So a @115877 South Africa driver threatened me with death at my door step &amp; @115877 did nothing about it. This's normal is to them.,@797412 We want to look into this right away. A member of our team will be in touch as soon as possible.,Tue Nov 28 03:14:43 +0000 2017,
2973960,When you order with @115877 and they deliver at the wrong house. #terrible,@820203 Here to help! Send us a note via https://t.co/nFTc4ODH3P so we can connect.,Thu Nov 30 01:57:01 +0000 2017,
2768348,@115877 Second time a driver has just marked an order as delivered when it was never delivered to me. Starting to get super annoyed.,@774067 Here to help! Send us a note via https://t.co/o056uE8sfv to assist you further.,Tue Nov 21 11:51:36 +0000 2017,
969519,"@Uber_Support Hi I don't have any options to select the journeys, I think this may be because the trips were cancelled by the drivers 3 times https://t.co/QKPnTmQEgA","@350112 We're happy to follow up further, Afsana. Can you please send a note our way via https://t.co/593jusCquh?",Mon Oct 16 08:13:19 +0000 2017,
347002,@115873 @Uber_Support a very basic thing that every service provider provides in an app. Customer care contact. Where the hell is it in Uber?,@198632 Here to help. Please send us a note at https://t.co/balq3Eyso6 so we can look into your concern for you.,Sun Oct 08 04:22:02 +0000 2017,
1620711,@Uber_Support I'd just like to talk to someone on the phone. None of the customer service numbers work.,"@496697 Hey, Emily. Our team has followed up through in-app support requesting additional information.",Sun Nov 05 17:39:44 +0000 2017,
1037508,"fuck @115873 and the scam that it always is, and if you can't speak god damn english you shouldn't be fucking driving and taking direction",@365437 We're here to help! Send us a note via https://t.co/fS660rQ8NQ so our team can assist.,Thu Oct 12 20:32:44 +0000 2017,
1942652,"@115873 sends me all of their surveys, but @Uber_Support never gets better. Use the app everyday, when there is a problem, help is a nightmare",@577634 Hi Jack! We're sorry to hear this was your experience. Send us a note here via https://t.co/QDn91HzZV0 so we can take a closer look.,Mon Oct 30 00:21:52 +0000 2017,
2402973,@148768 @115877 I can’t even find you in the app :(,@693140 We’re sorry -- it looks like you are outside of Krispy Kreme’s delivery area. Stay tuned for more fun promotions soon!,Tue Nov 14 14:20:12 +0000 2017,
