customer_tweet_id,customer_message,uber_response,created_at,suggested_intent,intent
483902,"@Uber_Support placed order, restaurant prepared order was with delivery driver and then it gave message saying could not fulfil order. I waited an hour, have I been charged? I can't even find the order number now..it's no longer under my upcoming orders or previous orders",@230116 We're sorry to hear this was your experience. Kindly contact us via https://t.co/EGiaYE5JMU and we'll be in touch.,Fri Dec 01 14:48:08 +0000 2017,fare_payment,
2901196,".@Uber_Support - just downloaded the app last night using my friend’s link. Used uber today, but never saw a place to use credits from my “FREE Uber ride” How does this work? https://t.co/xO6hYP0ER4",@617358 Hi there! Please visit; https://t.co/CSw3jYhCzc for more info. Please let us know if you have any other questions or concerns.,Tue Nov 28 17:54:52 +0000 2017,fare_payment,
339185,@115873 @115873 it should be the same price. Why can't I contact you! Don't be A coward. Please explain this to me. #uberimsayingbye,@196987 We can take a look! Send us a note via https://t.co/svfvGm0VDb so our team can get in touch.,Sat Oct 07 23:16:20 +0000 2017,fare_payment,
1843731,@Uber_Support Ur driver kpt roamin around places &amp; kpt me waitin wen he cud juz pik me up in 2 mins juz coz it was a near trip &amp; u guyz chargin me 4 cancellations?I got a call recordin in wich driver askd 2 cncel d trip. Neways Im not payin d charge neither am I usin uber again,@552419 Sorry to hear about that! Can you please contact us via https://t.co/h840Iouehc so our team can connect?,Sun Nov 26 07:48:35 +0000 2017,fare_payment,
1602388,"@115873 .. despite promocode ( 60% off) check the pool price in guwahati, Assam. Is this a joke @115873 ? https://t.co/aM0Lf9E7p3","@386807 We're here to help, Ravi! Send us a DM with your email address so we can assist.",Tue Oct 17 09:47:23 +0000 2017,fare_payment,
1416500,What’s up w/@115873?? Took #uberPool &amp; was charged 2x the quote! Was this cause of no 2nd rider? This is the 2nd time in 24hrs! #notCool,@449208 Hi there! Find out more info about dynamic pricing here: https://t.co/kkAwlbpH4B,Thu Nov 02 02:09:06 +0000 2017,fare_payment,
150102,@Uber_Support I have been charged cancellation fee incorrectly. Please see.,@150232 We're sorry to hear this was your experience. Contact us via https://t.co/JyzdtQmyxT and we'll be in touch.,Fri Nov 24 15:03:15 +0000 2017,fare_payment,
2729230,@Uber_Support How do I query the fare for a family trip please?,@414541 We're here to help! Send us a DM with your email address and more details so we can follow up.,Mon Nov 20 14:48:00 +0000 2017,fare_payment,
1168916,@Uber_Support The fee i was charged at the end of the journey was different to what i was told on the app at time of booking,@394957 We're here to help! Please send us a note here; https://t.co/1xM0TILvAI so our team can connect.,Tue Oct 24 18:36:10 +0000 2017,fare_payment,
1396296,@115873 Why are drivers allowed to give 1* feedback after you neg them for their mistake?,@163689 Here to help! Please visit https://t.co/kWptmPiR2h for more info.,Sat Oct 28 14:42:40 +0000 2017,fare_payment,
2549925,@Uber_Support Not only did the driver went another different route as you can see on the driving record. overcharged $30,@724476 We can take a look! Send us a note via https://t.co/y4EDPcVZOI so our team can get in touch.,Mon Oct 30 14:17:40 +0000 2017,fare_payment,
1867347,@115873 @146956 @135788 Uber see I paid 259 for a pool ride wt longer route where an individual cab would hv costed 300 n shorter travel time; so whr is the saving https://t.co/cyHriLs8Q9,"@319716 Here to help! Send us a note here, https://t.co/rkdKXGV1hT, and our team will follow up.",Wed Oct 18 08:30:16 +0000 2017,fare_payment,
2961948,@Uber_Support i think i was charged twice for the same trip,@418748 We're here to help! Please send us a note via https://t.co/DceIRNI6kV so we can connect.,Wed Nov 29 21:03:16 +0000 2017,fare_payment,
2753912,@115873 Why have I just had a bill adjustment for a extra $15 because 4 people were in the car when it was just 2 of us! Ridiculous 😡,@337270 We'll get this sorted out! Please send us a note at https://t.co/d5bcSs07DJ so we can connect right away.,Tue Oct 31 18:27:51 +0000 2017,fare_payment,
19741,"@Uber_Support I️ got charged for a ride I️ never took, I️ tried using the help portion of the app but nobody ever reached out to me.",@780507 We're here to help! Send us a DM with your email address so we can follow up.,Tue Nov 21 22:28:52 +0000 2017,fare_payment,
1559402,@Uber_Support I requested a trip but the driver was rude he refused to take a trip after i was in his car and he charged me for no reason https://t.co/1mrAsTHyxE,@481898 That doesn't sound right. DM us the email address connected with your account so our team can follow up with you!,Sat Aug 19 19:25:09 +0000 2017,fare_payment,
135678,@Uber_Support Why should I be billed in the first place?,"@146579 thanks for reaching out. As requested, the credit on your account was removed and you were refunded the full fare of the cancellation fee. You should see this return in the next 3-5 business days.",Fri Nov 24 09:46:29 +0000 2017,fare_payment,
785178,Uber driver was getting food after confirming so I cancelled. Cancellation took ages to go through. Still got charged £4. Thanks @115873 🙄 https://t.co/plGbNVxyKv,"@307361 We're here to help! Send us a note here, https://t.co/e8HVorX5rh and so our team will assist.",Thu Oct 12 08:36:11 +0000 2017,fare_payment,
2871082,@Uber_Support I can’t use my free ride it’s asks for a payment method when it’s free,@250109 Here to help! Find out more info here https://t.co/paDlcZi0nv,Tue Nov 28 02:42:53 +0000 2017,fare_payment,
2738042,"@115873 you guys charged my account twice for ONE ride and this isn’t the first this has been done!!! How can I get this resolved, I’ve done what I can in the actual app",@356090 Here to help! Please send us a DM with your email address so we can connect.,Mon Nov 20 20:38:17 +0000 2017,fare_payment,
2904370,@Uber_Support then ya’ll trying to force me to pay the extra charge before I can use my account !!,@566306 Happy to take a look! Send us a note via https://t.co/DceIRNI6kV so our team can connect.,Tue Nov 28 19:23:17 +0000 2017,fare_payment,
2961950,"@Uber_Support hello. You charged me almost $10 for a trip you told me was $2,54. I did not travel as much as you told me i did in the email you send me. How can we solve this?",@817363 Happy to take a closer look! Send us a DM with your email address so we can follow up.,Wed Nov 29 21:03:02 +0000 2017,fare_payment,
32001,@Uber_Support Since 12Oct you are saying that 2 reversals will b credited in 2-3 days. Its November guys. Where are the reversals?#UberSucks,"@123083 We can see a member of our team has reached out via email. Due to the nature of this issue, please follow up there. Thanks!",Tue Oct 31 19:25:20 +0000 2017,fare_payment,
2410602,@Uber_Support can you please contact me to help me. I was charged for nothing on my UberEATS account. Please give me a contact number to call. Or get back to me on Twitter,@693075 Hi there! We see your outreach via in-app. It seems a member of our team is currently reviewing your query and we'll follow shortly. We appreciate your patience.,Tue Nov 14 15:42:50 +0000 2017,fare_payment,
2086440,@Uber_Support so i get a driver that starts the trip without me in the vehicle makes no contact and then ends the trip and I'm charged for it????,"@616924 Here to help, Jessica! Send us a note here, https://t.co/1xM0TILvAI, and our team will follow up.",Wed Nov 08 05:50:36 +0000 2017,fare_payment,
524989,You ever notice all @115873 @115879 drivers are males ? I canceled a dozen rides tonight due to just receiving a women to take my girlfriend home and got charged for my cancellations. Bullshit. No safety assures what so ever.,"@241415 Here to help! To know more about cancellation fees, please visit; https://t.co/sSyGYn6Azn",Sat Dec 02 05:46:05 +0000 2017,fare_payment,
468284,"@Uber_Support why the hell am i not able to make a payment for my last trip. You are the first company i encountered that does not want the money customer is trying to pay. Not able to book another ride. tried all payment options from website login, still doesn't work. need help!","@226503 We're here to help! Send us a note here, https://t.co/xMxswVLBKT and our team will be in touch.",Fri Dec 01 06:07:55 +0000 2017,fare_payment,
416165,"@115873 @Uber_Support your drivers canceled on me...I only got back the $5 cancellation fee, can I have my $16 back please? ON MY CARD.",@214254 Sorry to hear about the troubles. Please DM us the email address linked to your Uber account so we can look into this for you.,Tue Oct 10 00:28:02 +0000 2017,fare_payment,
574676,That terrible feeling when your just outside the #UberEats app zoning. @115873,@255181 Hi Nicholas! We're working hard to expand our service area. Stay tuned to our website for updates: https://t.co/Mf9vzZ0uru,Sun Dec 03 07:09:09 +0000 2017,fare_payment,
2456809,@Uber_Support I was quoted £3-4 for my uber but I've been charged £5.75 😡,@216015 We apologize for the trouble! Can you please contact us via https://t.co/1xM0TJ36sg so our team can connect?,Sun Oct 29 18:08:18 +0000 2017,fare_payment,
2597203,@Uber_Support got charged for a ride I didn’t even take ???? What a joke you guys are,@735358 Here to help! Please send us a note at https://t.co/dInR3racif and we'll be happy to look into this for you.,Fri Nov 17 04:16:58 +0000 2017,fare_payment,
1515405,@115873 @133311 @115873 @133311 I want a refund as my bank account reflects I was charged a cancellation fee,"@471593 We want to follow up, Shane. Can you please send a note our way via https://t.co/QsI1vsvcif?",Fri Nov 03 18:36:24 +0000 2017,fare_payment,
2171767,It’s not fare for driver to demand after trip starts ( unless we agree they drop us in between) and @115873 is worried about your promise to customer. What’s the difference between #uber and local auto?,@636956 Here to help! Please send us DM your email address with details so we can follow up.,Thu Nov 09 12:14:33 +0000 2017,fare_payment,
683905,@Uber_Support If I am credited why do i need to pay the next driver. As a matter of fact if a driver is the one that cancels the trip why at all should a charge be on my account. Come on,@283219 Thanks for the quick response. Can you send us a DM (direct message) with your email address so we can follow up.,Thu Nov 23 12:25:46 +0000 2017,fare_payment,
2933207,@Uber_Support right now I going to Guwahati airport.. driver forcing me to cancel ride.. because I have selected online payment methods..,@683352 We're so sorry about that! Can you please send us a DM with your email address and additional details so we can assist?,Wed Nov 29 09:01:57 +0000 2017,fare_payment,
2609383,@Uber_Support hasn't sent me my bills in months! Repeated requests go unanswered.,@131094 Hi A$hWiNi! Find out more info here: https://t.co/mHNQLPUf5T,Fri Nov 17 10:30:19 +0000 2017,fare_payment,
1419157,@Uber_Support ... why does it show two charges for same ride? https://t.co/jYZhRfHX0G,@449873 Here to help! Send us a note via https://t.co/DceIRNI6kV so our team can connect.,Wed Nov 01 23:54:31 +0000 2017,fare_payment,
2642288,@115873 I have contacted multiple times through the app for being overcharged. My email is __email__ if you need it. Frustrated,"@745609 Hey, Ash. A member of our team has been in touch via email, so please check your inbox and follow up there directly.",Tue Oct 31 00:39:06 +0000 2017,fare_payment,
2735805,@Uber_Support I received the direct msg after checking of my charge and said it is surge price(doubled price). It is really unexpected charge. The estimate price was been given 20mins ago of the trip. It would be most accurate. How can we know if surge price before trip start?,@758335 We're currently reviewing your email and will connect shortly. Thanks!,Sun Nov 26 23:44:23 +0000 2017,fare_payment,
123143,@115873 @Uber_Support One of your driver named JERMAINE is attempting to scam with a fraudulent 'mess' charge. WHERE IS THE PROOF JERMAINE https://t.co/0eBWTvC51I,@143505 We'll be happy to take a closer look. Send us a note via https://t.co/a6RfeBkKmr so our team can connect.,Fri Nov 24 00:28:15 +0000 2017,fare_payment,
274145,@115873 @119983 launched #carpool in #Ahmedabad and shows same fare for #uberpool &amp; #ubergo #pathetic. Promised 40% reduced fares https://t.co/9yENlR9YV2,@181503 We're here to help! Send us a DM with your email address and phone number so we can connect.,Fri Oct 06 05:08:18 +0000 2017,fare_payment,
1823052,"One of your cars canceled on me and I was charged full rides (not the standard 5$) 4 times, You guys need to reimburse me! @Uber_Support",@394725 We're happy to review this for you. Please send us a note here; https://t.co/oEOANqFpjc and our team will get in touch to help you further.,Sun Oct 15 19:14:25 +0000 2017,fare_payment,
2392004,.@115877 You should let people know that you don't deliver to their area BEFORE they set up an account and enter payment information! Now I can't delete my account. #dataprotectionissue,@688887 Here to help! Send us a note at https://t.co/jzZ4eEM0T3 so our team can connect.,Tue Nov 14 10:05:59 +0000 2017,fare_payment,
1281504,bummer i can't make any of my credit cards work. any solution? I've tried solutions from forums t no avail. I'll take a cab instead @115873 https://t.co/Pewhx8LCA2,@419830 We can take a look! Send us a note via https://t.co/yqIhbGRNqi so our team can get in touch.,Thu Oct 26 17:06:10 +0000 2017,fare_payment,
937530,My uber last night charged me $17 when it said it was gonna be $4 I'm pissed. I lowkey think it's bc I curved the uber driver @115873 FIX THIS,"@342242 Here to help! Follow up here; https://t.co/1xM0TILvAI, and our team will connect right away.",Sat Oct 21 18:22:06 +0000 2017,fare_payment,
1502099,@Uber_Support Charged multiple times in Mexico City for rides I didn't take. Can't get any online help!!,"@241346 We're sorry to hear this was your experience! Send us a note here, https://t.co/dInR3racif, and our team will be in touch.",Fri Nov 03 14:15:43 +0000 2017,fare_payment,
1384863,@223149 5 drivers cancelled pick up. $30 in fees. No right to charge me. Refunded in uber credits. What a disgrace. Left stranded.,@442258 Here to help! Send us a note via https://t.co/e8HVorX5rh so our team can connect.,Sat Oct 28 08:51:38 +0000 2017,fare_payment,
1478433,@Uber_Support I had to cancel the trip at my cost as the driver never showed up ever after waiting for 39 Min,@463315 Please be sure to follow up with the link provided so we can make this right for you.,Thu Nov 02 23:11:01 +0000 2017,fare_payment,
613206,"@Uber_Support Hello that doesn't answer my question, why 2 prices when booked at the same time + journey same distance and time? It was over double the price.",@265816 Here to help! Send us a note here https://t.co/OhfgxSAY58 so we can assist.,Mon Nov 20 23:35:41 +0000 2017,fare_payment,
376851,@Uber_Support I reset my password and didn't see any charges.. should I do anything else?,@205414 We apologize for the trouble! Please DM us your email address and we'll follow up.,Mon Oct 09 01:46:44 +0000 2017,fare_payment,
2614364,"@115877 ubereats.. Whats going on!!! cant order from place i always order from because now its too far!!! then when it finally goes thru cant pay ""Error verifying payment profile"" then ""Could not find created order"" errors!!! wtf!!","@739054 We apologize for the trouble! Send us a note here, https://t.co/3eYc7uUEUm, and our team will be in touch.",Fri Nov 17 13:38:40 +0000 2017,fare_payment,
1790864,"@14667 I just had a $53 gift card on my account, i took an $18 ride and now its gone. I need my money back or i will dispute the charge","@537944 Hi, Em. Please reach out to us using the link at the bottom of this page: https://t.co/hwAiYDki1e and a member of our team will follow up!",Thu Oct 12 20:32:58 +0000 2017,fare_payment,
2857396,@Uber_Support. I have been waiting for this ride for more than an hour. I can't cancel this coz I will be charged R25. What do I do now. I'm running out of data here https://t.co/UxLr5wM2ek,@794148 Here to help! Can you please contact us via https://t.co/e8HVorX5rh so our team can connect.,Mon Nov 27 21:26:41 +0000 2017,fare_payment,
1461045,@115873 it is unfair to charge me 5 ringgit in the next trip.the uber driver i called told me he didn’t manage to take me to the place I wan.,@459113 Here to help. Send us a note at https://t.co/1xM0TILvAI so our team can connect.,Thu Nov 30 18:55:32 +0000 2017,fare_payment,
1231042,I have a question concerning a trip we took last night. We were charged 33 dollars and still had to walk 1.5 miles and cross several streets illegally. @Uber_Support,@408746 We're sorry to hear this was your experience. Please send us a note via https://t.co/WFtPA6RjWt so we can assist.,Sat Nov 25 19:22:42 +0000 2017,fare_payment,
1901740,@115873 my aunt’s card is being charged for rides we never took. Help!,"@566758 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/QDn91Hiowq",Tue Oct 24 03:26:45 +0000 2017,fare_payment,
34711,@115873 my trip &lt;8km was charged like &gt;30km trip,@123529 Here to help! Send us a note via https://t.co/ue84RGNpRP so our team can get in touch.,Wed Nov 01 13:23:00 +0000 2017,fare_payment,
1155715,@Uber_Support is a huge mess! My rides kept getting cancelled at the last minute because they said my credit cards were invalid. Idiots!!,@391868 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,Sun Oct 15 14:47:41 +0000 2017,fare_payment,
2981016,@115873 so how can I contact support? I had my friend use my code for a free ride and instead she got charged and I never got the credit.,"@822197 HI Frances, please provide details at; https://t.co/lqVgKo4ZO3 and a member of our team will be in touch.",Tue Oct 31 20:32:03 +0000 2017,fare_payment,
438177,"So the driver refused to goto our destination but I still had to pay a 100 pesos cancellation fee, even if he's the one who cancelled? @115873 fucking do something about this bullshit",@219102 Here to help! Send us a note here; https://t.co/iOszeeHZhQ and our team will be able to assist!,Sat Nov 25 06:03:59 +0000 2017,fare_payment,
2846357,Good evening @Uber_Support @115873 I was billed twice for one trip. Please explain.,"@791671 We can definitely take a closer look! Contact us here; https://t.co/DceIRNI6kV, so we can help.",Mon Nov 27 18:19:02 +0000 2017,fare_payment,
1454626,@115873 I was charged for a ride I don’t even know about. What do I do?,@457615 We can take a look on these. Kindly send a note here: https://t.co/dInR3racif so we can connect.,Thu Nov 02 14:58:27 +0000 2017,fare_payment,
587491,@Uber_Support Why was I charged an extra $27 to my fare after I was dropped off? What kind of business practice is that? I'll take my business else where if I don't get that charged back.,"@258783 Here to help! Send us a note here, https://t.co/Xp8oSaP01X and our team will follow up.",Sun Dec 03 15:41:30 +0000 2017,fare_payment,
1761480,Hey @115873 @Uber_Support know what sucks? When driver speeds off while you’re flagging them down in the rain &amp; you have to re-book at 2x cost,@160650 So sorry about that! Find out about our cancellation policy here; https://t.co/JyzdtQmyxT.,Tue Nov 07 20:21:23 +0000 2017,fare_payment,
2685882,"@Uber_Support Aaaaand 24hrs later - £8.00 and one delivery fee refunded. All-in, between the 2 attempts, that was a £42 meal that you totally trashed. Well done. @2350 we’re never cheating on you again https://t.co/OC2d9k3k4g","@755335 Hi, Krishna. We've followed up via DM.",Sun Nov 19 13:06:24 +0000 2017,fare_payment,
2777652,"@Uber_Support On Sunday morning, my ride literally left me in the rain at 1am and drove away. He didn't return to get me. I was not late. Support via app is useless and won't reply to me in English. Please reverse the cancellation fee. Thanks :)",@373083 We've refunded the cancellation fee. You should see the credit within 1-3 business days.,Tue Nov 21 15:42:51 +0000 2017,fare_payment,
2729203,@Uber_Support Please look at my specific account not generic instructions. I have had my payments depositEd immediately for months. Suddenly yesterday I changed my debit card and you froze my money. No creditable explanation given. Now my uber account shows 0 balance and my bank accounts 0,@284340 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Mon Nov 20 14:41:25 +0000 2017,fare_payment,
1175617,@Uber_Support Just got charged £5 cancellation fee because driver was in the wrong place and wouldn't move.. Can you refund please?,@139242 Here to help! Please send us a note at https://t.co/lyqXfccOQi and we'll be happy to look into this for you.,Tue Oct 24 20:39:37 +0000 2017,fare_payment,
2041099,"Hey @115873 I️ want to know why one of your drivers sped past my sister and I️ in the rain, and then “picked us up” and “dropped us off” in a matter of 30 seconds so SHE GOT CHARGED FOR IT????","@603506 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/WFtPA6RjWt",Wed Nov 08 00:48:55 +0000 2017,fare_payment,
2134222,another lovely move. @115873 will now force charge you cancellation fees when they repeatedly told you a pool is 2 minutes away and then matched you with someone 20 minutes away.,"@627914 Hey there, Nauzli. Let's take a closer look into this request for you. Please DM the email address to your Uber account so we can connect.",Wed Nov 08 17:16:28 +0000 2017,fare_payment,
1246914,Gotta love @115873 Eats: drink spills en route and only refunds the cost of the food. I guess I paid $4.99 to spend three hours complaining?,@412543 We have received your DM and will connect with you there. Thanks!,Thu Oct 26 00:53:47 +0000 2017,fare_payment,
1247347,@Uber_Support my card got charged 4 times...,@412658 Here to help! Send us a DM with your email address with more info so we can assist.,Thu Oct 26 00:47:35 +0000 2017,fare_payment,
2544059,"@115873 total fare &amp;amount reflecting in receipt both are different for 3 rides, got virtual credits which were never deducted from total fare",@723209 We're here to help! Please send us a note via https://t.co/1xM0TILvAI so we can take a closer look.,Thu Nov 16 13:32:22 +0000 2017,fare_payment,
2450616,@115873 @Uber_Support Why was I charged another $144?! No explanation on updated receipt. Comment was in Spanish. Not helpful. #needexplantion,@702307 We can definitely follow up! Send us a note here; https://t.co/mCbloZWiGj so our team can connect.,Sun Oct 29 16:32:44 +0000 2017,fare_payment,
997915,@115873 wtf? My driver cancelled on me when she arrived. When I requested a new uber she confirmed it so i had her twice and got charged twice.,@356296 Here to help! Send us a note here https://t.co/1xM0TILvAI so we can assist.,Mon Nov 20 04:32:52 +0000 2017,fare_payment,
2837745,So I don't use @115873 too much cuz I'm broke...do the drivers not make a portion of the fare? Is the tip option so that they make money or for extra $$ for a good experience...help!,"@789798 Happy to explain, Christopher. Uber partners earn money based on the trips that are taken whether or not a tip is offered. Tips are extra earnings and are sent directly to the partner with no service fee taken out.",Mon Nov 27 15:35:42 +0000 2017,fare_payment,
464435,"@Uber_Support ?? Naw, just pass on the feedback internally. No need to email",@225430 Here to help. Kindly send us a contact information with email address so we can connect.,Fri Dec 01 15:48:31 +0000 2017,fare_payment,
2596500,@Uber_Support I was charged 70% extra than displayed fare. Uber is so sneaky and shady!,@395965 So sorry for the trouble! Send us a note via https://t.co/oEOANqFpjc so our team can assist.,Fri Nov 17 03:35:07 +0000 2017,fare_payment,
1379957,@115873 is on some real bullshit sayin my ride is going to cost $6.99 but my receipt says $15.14 #lyft where you at #nofraud,@441242 Here to help! Send us a note here: https://t.co/6IqAxVj2X4 and our team will be in touch.,Sat Oct 28 04:33:11 +0000 2017,fare_payment,
2975053,@115873 I love how my uber driver at #PHX just told me he wouldn't make it and then refused to cancel so my card got charged full fare. Seems like fraud to me. And for the record this was Uber Black not Uber X. https://t.co/5TAoGmWaN0,@256906 Here to help. Send us a note at https://t.co/wW2bTlNcsR so our team can connect.,Thu Nov 30 02:30:25 +0000 2017,fare_payment,
1759728,"@Uber_Support hey uber, I take about 8-10 rides a week &amp; love using your new updated service. But I was just charged a $5 cancellation fee. https://t.co/yGPPz0DjtQ",@529657 We're sorry to hear this was your experience. Contact us via https://t.co/h840Iouehc and we'll be in touch.,Tue Nov 07 23:18:43 +0000 2017,fare_payment,
1660949,Already wrote to you there. Not only did I miss my train and first meeting in Philly but also had to pay a $19 change fee for tickets @115873 https://t.co/OvMVGuZNiY,@405881 We apologize for the trouble! Send us a DM with your email address and we'll follow up.,Wed Oct 25 14:55:27 +0000 2017,fare_payment,
2637048,Why do I have to pay a cancellation fee when the UberXL I order could not seat 6 people? @Uber_Support #uberXL,@744304 We're always here to help! Please send us a note at https://t.co/lyqXfbVdYK and we'll be happy to look into this for you.,Fri Nov 17 20:33:30 +0000 2017,fare_payment,
473390,@Uber_Support They gave me a $10 credit for a $57 meal that went to waste 🙄,@227717 Sorry for the trouble! Please send us a DM with your email address with details so we can follow up.,Sat Dec 02 03:57:48 +0000 2017,fare_payment,
2177806,"@115873 @Uber_Support imagine taking a 10 min drive and paying $30??? Listen, I didn’t tell your driver to take the toll!!! I’ve been taking @115873 for a yr now and NEVER paid 30 to go ANYWHERE!If I knew the fare would be 30 I wouldn’t have requested your @115873,This is unacceptable! https://t.co/99SPXu06pl",@635004 Hi there! We see your outreach via in-app. It seems that a member of our team has already responded. Please reply there for an additional question. Thanks.,Thu Nov 09 13:09:21 +0000 2017,fare_payment,
1588326,@Uber_Support Good evening I had placed a wrong address on my app and was charged for it all ready taken out of my bank account https://t.co/yS1c2Os0GO,@488481 @115873 We're so sorry about that! Please send us a DM with your email address with details so we can connect.,Sat Nov 04 22:50:45 +0000 2017,fare_payment,
